,filename,label,features
634,ID_149f16463,[0.00048976 0.00492681 0.00309319 0.00524771 0.00574787 0.00698117],"[3.5064848e-04 3.3346771e-03 3.0476947e-03 ... 1.1854095e+00 3.4198543e-01
 9.6129727e-01]"
635,ID_bbccd1f6b,[0.00036889 0.00335328 0.00134034 0.00497256 0.00376897 0.00473487],"[3.1858738e-04 3.2243254e-03 2.5520402e-03 ... 7.9307127e-01 1.1468704e+00
 1.9000084e+00]"
636,ID_404c59658,[0.00165855 0.01418954 0.004637   0.02017994 0.0101638  0.0144244 ],"[3.3803779e-04 3.1496556e-03 2.3698667e-03 ... 1.6450375e-01 6.0107780e-01
 1.7448822e+00]"
637,ID_7f4967682,[0.00140264 0.01370812 0.00717806 0.01423796 0.01136138 0.02354925],"[3.0571147e-04 3.4824889e-03 2.7948450e-03 ... 3.7324533e-01 4.3752533e-01
 1.7546610e+00]"
638,ID_e7f4fd068,[0.00262522 0.01969177 0.0066545  0.02298497 0.01371886 0.03523778],"[2.9848711e-04 4.1026026e-03 3.4600412e-03 ... 3.2823071e-01 8.0502284e-01
 1.6514387e+00]"
639,ID_ed464dc84,[0.00384678 0.02339122 0.01420755 0.03692514 0.02275304 0.06198452],"[3.2935510e-04 4.0980834e-03 3.3028156e-03 ... 3.3204144e-01 5.8612561e-01
 1.7919101e+00]"
640,ID_eadccadd4,[0.00265615 0.01517183 0.01367294 0.02663247 0.01742667 0.04470802],"[3.0389815e-04 3.2714787e-03 2.6626955e-03 ... 6.4220238e-01 1.6809329e-01
 1.6240947e+00]"
641,ID_85c8dead7,[0.00461835 0.02505805 0.01536816 0.0318529  0.02500417 0.04624731],"[2.9363408e-04 3.7674175e-03 2.9183507e-03 ... 4.9740905e-01 1.6256364e-01
 1.3074620e+00]"
642,ID_55e4d1a1b,[0.00308225 0.02274966 0.01297114 0.02908926 0.01936446 0.0337574 ],"[3.4005617e-04 4.5235772e-03 2.9198388e-03 ... 1.0734172e+00 4.9955767e-01
 1.2368578e+00]"
643,ID_04e16230f,[0.00224732 0.01373523 0.01170398 0.02227503 0.01287834 0.03268588],"[3.2061851e-04 4.4529764e-03 2.6895148e-03 ... 5.7964814e-01 5.1591349e-01
 1.9682906e+00]"
644,ID_3b109be42,[0.00195396 0.02105259 0.01570504 0.02283044 0.01644118 0.04261871],"[3.1540086e-04 3.8568161e-03 2.3115708e-03 ... 2.4091029e-01 8.6247855e-01
 2.0586879e+00]"
645,ID_c36a5954f,[0.00095898 0.01083817 0.00695032 0.01194617 0.00558599 0.01540561],"[2.8961772e-04 3.5844950e-03 2.4280022e-03 ... 2.2776145e-01 7.0983046e-01
 1.6289339e+00]"
646,ID_30b69d91c,[0.0016287  0.01663716 0.0090069  0.01808158 0.01524314 0.03162142],"[2.6523357e-04 4.4778874e-03 2.2220246e-03 ... 3.4364927e-01 7.0870626e-01
 1.6895339e+00]"
647,ID_de03dcc04,[0.0023314  0.02099603 0.01511127 0.03012969 0.02189796 0.05792138],"[2.5710528e-04 3.2919736e-03 2.0858841e-03 ... 7.6882184e-01 8.8446403e-01
 1.0075841e+00]"
648,ID_9ae8e70d5,[0.00170806 0.01753161 0.01075652 0.0209587  0.0162955  0.050439  ],"[2.7564689e-04 3.1587076e-03 2.2871969e-03 ... 5.9168273e-01 7.6468229e-01
 2.0172458e+00]"
649,ID_86555385f,[0.00248898 0.02582575 0.01844752 0.02467831 0.01963148 0.07017216],"[2.6674906e-04 3.4049752e-03 2.5863657e-03 ... 1.1788532e-01 7.3038447e-01
 1.4190834e+00]"
650,ID_be50344a0,[0.00715303 0.04256109 0.03742196 0.04459856 0.03702749 0.11812412],"[2.5766762e-04 5.1558511e-03 2.2186686e-03 ... 1.5368271e-01 6.7451125e-01
 8.4833002e-01]"
651,ID_a8532e87b,[0.00316839 0.02450414 0.0184894  0.02779037 0.02135826 0.04262139],"[2.5231024e-04 4.6530049e-03 2.3392665e-03 ... 1.8464029e-01 1.1049926e+00
 1.4072553e+00]"
652,ID_57a9b7646,[0.00428657 0.03321016 0.02444831 0.03261145 0.02164762 0.05835931],"[2.5794207e-04 3.8139599e-03 2.0202093e-03 ... 5.1082420e-01 1.3846948e+00
 1.3800181e+00]"
653,ID_f13907fe0,[0.00454704 0.0329938  0.01775707 0.03905336 0.02331293 0.07040234],"[2.8502592e-04 4.1481759e-03 2.1931301e-03 ... 1.2263243e-01 1.4717592e+00
 1.3644948e+00]"
654,ID_e7af8f6ab,[0.00467546 0.03203614 0.01953942 0.03096842 0.0243143  0.06935063],"[2.9624143e-04 4.8541771e-03 2.6147314e-03 ... 1.4494750e-01 1.2108619e+00
 1.3966293e+00]"
655,ID_83bf0d0b4,[0.00172579 0.01261958 0.00696487 0.0119211  0.00837599 0.01561558],"[3.0552095e-04 5.3875884e-03 2.5129411e-03 ... 4.4385582e-01 1.3494760e+00
 1.7237339e+00]"
656,ID_105566787,[0.00393205 0.02564179 0.0148009  0.02894107 0.01727675 0.05418321],"[3.2913583e-04 4.5580626e-03 2.6075109e-03 ... 3.8787085e-01 1.7393562e+00
 9.6044052e-01]"
657,ID_cbcc81df5,[0.00336776 0.02975433 0.010535   0.02748338 0.01866973 0.05260992],"[3.6851811e-04 3.4799213e-03 2.9157475e-03 ... 4.8233232e-01 1.5670875e+00
 1.0151317e+00]"
658,ID_1862ea5fb,[0.00214905 0.01427337 0.00653738 0.01918841 0.01275614 0.03173133],"[4.0752976e-04 3.7777550e-03 2.9788665e-03 ... 1.2484908e+00 1.9496888e+00
 5.6691307e-01]"
659,ID_bdc6ceaae,[0.00083512 0.00560668 0.00259787 0.01268903 0.00905306 0.01396842],"[4.1316598e-04 4.8682084e-03 2.9710776e-03 ... 2.7994337e+00 1.6856167e+00
 1.1474762e+00]"
660,ID_e21f8ecfd,[0.00118745 0.00802325 0.00254277 0.01527415 0.01226383 0.01240205],"[4.1618355e-04 5.3017540e-03 3.5397562e-03 ... 2.7299411e+00 1.7124112e+00
 1.9547809e+00]"
661,ID_612d5ee9a,[0.00159658 0.00801859 0.00362882 0.01498066 0.01063547 0.00989823],"[3.8576484e-04 5.1969811e-03 3.8478537e-03 ... 1.2171185e+00 1.9136518e+00
 1.6312596e+00]"
662,ID_7ae333ec3,[0.0006506  0.00362495 0.00120281 0.00794631 0.00450524 0.0024178 ],"[4.6374460e-04 4.0909569e-03 4.3916930e-03 ... 2.1174378e+00 1.4821569e+00
 1.6427603e+00]"
663,ID_b6facb70b,[0.00066484 0.00380706 0.00135223 0.00564623 0.00535821 0.00359121],"[5.1025464e-04 4.5549385e-03 5.1026503e-03 ... 2.3327131e+00 1.4402840e+00
 1.3019668e+00]"
664,ID_e934071be,[0.00135028 0.00946049 0.00419638 0.00990347 0.01365779 0.01559651],"[6.0258748e-04 4.9678432e-03 5.3270115e-03 ... 2.6708448e+00 6.3324648e-01
 1.2762880e+00]"
665,ID_3335f4674,[0.00090654 0.01041456 0.00321822 0.01257297 0.01620493 0.02265956],"[7.4502593e-04 6.5577184e-03 6.3941353e-03 ... 1.2370186e+00 7.9911786e-01
 1.2899824e+00]"
666,ID_3910b05f9,[0.00032618 0.00602162 0.00169376 0.00747824 0.00503353 0.01607182],"[7.5602246e-04 6.5986798e-03 6.8640006e-03 ... 1.7796686e+00 2.2772992e+00
 1.3405153e+00]"
667,ID_0cd8b9837,[0.00176704 0.0256301  0.01226967 0.01639263 0.02110348 0.04822124],"[2.7897535e-04 6.1635934e-03 2.3976639e-03 ... 1.7121286e+00 6.4289439e-01
 7.8529596e-01]"
668,ID_32f3056e8,[0.00482921 0.04680745 0.03339159 0.05664738 0.03485308 0.11770681],"[2.9527524e-04 5.6607332e-03 2.1594651e-03 ... 2.1995053e+00 5.6305730e-01
 6.6077614e-01]"
669,ID_33507ddb9,[0.00139052 0.01700265 0.00729718 0.01898435 0.01107291 0.02127596],"[3.1235573e-04 6.0246019e-03 2.2597101e-03 ... 1.6636131e+00 1.0615304e+00
 1.1485924e+00]"
670,ID_ff76836f0,[0.00113508 0.01789154 0.01129963 0.01956067 0.00923689 0.0302923 ],"[3.4332555e-04 4.4687721e-03 2.3702150e-03 ... 1.3792990e+00 6.9163883e-01
 1.0181508e+00]"
671,ID_25fb94916,[0.00370932 0.03775319 0.03295326 0.03479385 0.02436296 0.09297299],"[3.3642651e-04 4.2407485e-03 2.6257224e-03 ... 1.2325273e+00 2.5189152e-01
 9.3037879e-01]"
672,ID_cb772a583,[0.00056431 0.00678125 0.00377266 0.00473448 0.00305432 0.00953524],"[3.3000117e-04 4.3545212e-03 1.8869569e-03 ... 2.0109036e+00 6.6372490e-01
 1.7133452e+00]"
673,ID_148caf440,[0.00079738 0.01865855 0.00670857 0.00714607 0.00370746 0.02136398],"[3.6197278e-04 3.4677964e-03 1.9768495e-03 ... 1.8786943e+00 5.1184499e-01
 8.5498047e-01]"
674,ID_6ce3fbd44,[0.0007325  0.01609676 0.00380499 0.01142335 0.00743792 0.03108275],"[3.3963844e-04 3.7702376e-03 1.9470641e-03 ... 1.1988996e+00 1.0401326e+00
 7.7632707e-01]"
675,ID_8ca7eee40,[0.00613821 0.06032544 0.02722161 0.07339989 0.03875913 0.18549739],"[3.5047741e-04 4.1121966e-03 1.6937354e-03 ... 1.2016723e+00 7.6107019e-01
 1.3409884e+00]"
676,ID_6ded76d5f,[0.00410902 0.04741783 0.01675861 0.04504236 0.02911924 0.09111943],"[3.3406314e-04 2.0946995e-03 1.6411575e-03 ... 1.0051666e+00 1.3920183e+00
 9.7844613e-01]"
677,ID_70873d893,[0.00833847 0.08757693 0.04340164 0.08671275 0.05763554 0.21032341],"[3.1993282e-04 2.6028296e-03 1.7050537e-03 ... 1.1745069e+00 7.2942781e-01
 5.2579647e-01]"
678,ID_2868b3a4c,[0.01583529 0.13495402 0.07737871 0.12571609 0.09411343 0.33954647],"[2.7120614e-04 2.1048563e-03 1.7150614e-03 ... 1.4413921e+00 2.8967777e-01
 3.8745883e-01]"
679,ID_c2f682973,[0.00338745 0.04146481 0.02210229 0.03866757 0.02284626 0.10048846],"[3.2633156e-04 2.6703647e-03 1.9779773e-03 ... 1.8963375e+00 1.3344405e+00
 5.5164516e-01]"
680,ID_e2602081e,[0.00153577 0.01639155 0.00957273 0.01259381 0.01397703 0.04153322],"[3.5968944e-04 2.3937996e-03 2.5915727e-03 ... 2.9540455e+00 1.3302765e+00
 1.9783151e+00]"
681,ID_73c3e854c,[0.00053993 0.01137261 0.00497649 0.00591028 0.00810241 0.0191197 ],"[3.6327675e-04 3.2082407e-03 2.8036986e-03 ... 2.6273632e+00 9.3456697e-01
 1.3660090e+00]"
682,ID_50607fb28,[0.00098701 0.0188555  0.01121948 0.01239637 0.00940055 0.03593066],"[3.7759618e-04 2.9049630e-03 2.3496444e-03 ... 2.9044652e+00 6.3262641e-01
 1.7248276e+00]"
683,ID_0162e6353,[0.00298243 0.05451315 0.0271859  0.02889067 0.02321573 0.13280404],"[3.4568179e-04 4.0715216e-03 2.4959091e-03 ... 2.3656526e+00 4.7695190e-01
 1.1992292e+00]"
684,ID_7779d0dcd,[0.00149961 0.02527031 0.01334791 0.02098751 0.01241784 0.06217469],"[3.3606787e-04 4.1452758e-03 2.3291111e-03 ... 1.7660618e+00 1.0610411e+00
 1.6462103e+00]"
685,ID_65cbbfcf3,[0.00392547 0.05209868 0.01773932 0.04452233 0.02715191 0.09115502],"[3.3333624e-04 4.0651676e-03 2.4871789e-03 ... 1.7225939e+00 9.3075621e-01
 7.3200923e-01]"
686,ID_219ce358d,[0.00170928 0.02789404 0.01023342 0.02771659 0.01390883 0.05964386],"[3.6725245e-04 5.3769634e-03 2.5104354e-03 ... 1.9408296e+00 1.6415126e+00
 8.9765751e-01]"
687,ID_deeb40a34,[0.00526386 0.05093588 0.02671706 0.07060141 0.03986311 0.1390465 ],"[3.5056454e-04 5.5976980e-03 3.0623192e-03 ... 1.6488287e+00 1.8364538e+00
 4.0842277e-01]"
688,ID_8b022368e,[0.00236107 0.03072212 0.01480673 0.05573765 0.02965844 0.09804933],"[3.7220313e-04 4.7034873e-03 2.6808965e-03 ... 2.2472878e+00 1.9586718e+00
 1.4415907e+00]"
689,ID_32d9e848a,[0.00152809 0.02041246 0.00631519 0.03831002 0.01718143 0.05900187],"[3.6552292e-04 5.6702755e-03 2.5512045e-03 ... 1.7449646e+00 2.1723399e+00
 1.5228492e+00]"
690,ID_35f13d57f,[0.00037382 0.00773931 0.00198248 0.01287481 0.00631377 0.01730956],"[3.8122924e-04 5.3224326e-03 2.5841771e-03 ... 2.8117590e+00 3.1045017e+00
 1.0815568e+00]"
691,ID_ab3d52bec,[0.00077684 0.01012469 0.00330629 0.02255773 0.0101938  0.02460417],"[3.6165048e-04 6.1792033e-03 3.0529201e-03 ... 2.7893114e+00 3.0423007e+00
 1.6967194e+00]"
692,ID_a2fc76a5c,[0.0007032  0.00826354 0.00210788 0.01869671 0.00767548 0.0211449 ],"[4.1262602e-04 5.1980275e-03 3.1261821e-03 ... 2.9507623e+00 3.5469704e+00
 2.4163132e+00]"
693,ID_6e769720c,[0.00102877 0.00871675 0.00202253 0.01472447 0.0087377  0.01787608],"[4.1287130e-04 5.3228554e-03 3.8324492e-03 ... 2.8148098e+00 1.7985721e+00
 2.5263143e+00]"
694,ID_0c3a491b3,[0.00060168 0.00505413 0.00186068 0.00993732 0.00558529 0.00730538],"[4.1095470e-04 4.9960925e-03 3.8087619e-03 ... 5.2419071e+00 1.7347683e+00
 1.4243922e+00]"
695,ID_5aec8ec63,[0.00167574 0.00732072 0.00517519 0.01023095 0.00722955 0.0138294 ],"[4.4914530e-04 5.8778306e-03 3.6777493e-03 ... 2.9153428e+00 4.6651620e-01
 1.3997395e+00]"
696,ID_08e2e81d5,[0.00101634 0.00792863 0.00538991 0.00888657 0.00925762 0.01226587],"[4.5040008e-04 4.9420972e-03 3.9764578e-03 ... 3.8114591e+00 1.4794409e+00
 1.9930470e+00]"
697,ID_033f90ad7,[0.00066771 0.00642645 0.00499079 0.00967454 0.01052761 0.01618071],"[4.6090293e-04 5.7693264e-03 3.9413241e-03 ... 2.5534863e+00 1.7398429e+00
 1.3681351e+00]"
698,ID_0b4c14ca9,[0.00035452 0.0046093  0.00171525 0.00719636 0.0046555  0.00497621],"[5.0528703e-04 5.3863060e-03 4.8677861e-03 ... 3.8812528e+00 1.1152843e+00
 7.3222899e-01]"
699,ID_a31eae63a,[0.00330206 0.03136599 0.01869345 0.02562521 0.02341711 0.09470406],"[4.3209110e-04 4.5915283e-03 2.8679390e-03 ... 2.5534630e-01 5.2519786e-01
 1.0670704e+00]"
700,ID_d4298f87b,[0.00037286 0.00565683 0.00214296 0.00589028 0.0021346  0.00875284],"[4.1497473e-04 5.6755031e-03 2.8920709e-03 ... 4.9129242e-01 1.0924196e+00
 4.1301641e+00]"
701,ID_c11b6f91d,[0.00158677 0.02710965 0.01686786 0.02627215 0.0161155  0.06403904],"[3.7698657e-04 3.8703945e-03 2.5394468e-03 ... 7.7925372e-01 4.4904003e-01
 8.7701935e-01]"
702,ID_df33594dc,[0.00126311 0.02209963 0.00991695 0.01531694 0.00824381 0.04558639],"[3.1392844e-04 2.7146186e-03 2.7833031e-03 ... 1.1074326e+00 9.2156649e-01
 6.2174636e-01]"
703,ID_6a91a59cd,[0.00230225 0.01709051 0.01563084 0.0205434  0.01120459 0.04658873],"[2.9475649e-04 3.7813503e-03 2.6702918e-03 ... 9.4851488e-01 1.7841029e-01
 1.5769638e+00]"
704,ID_dde4ec792,[0.00534145 0.0319824  0.02965997 0.05083324 0.02680294 0.10804685],"[3.1017579e-04 3.5453418e-03 2.9586116e-03 ... 1.1113238e+00 4.2387822e-01
 7.9288828e-01]"
705,ID_fd113cf40,[0.00262825 0.01715758 0.01459027 0.03518767 0.01401781 0.0724566 ],"[2.9271282e-04 3.3123069e-03 2.7999491e-03 ... 1.2230446e+00 1.9334587e-01
 1.4245493e+00]"
706,ID_5b0bb85cf,[0.00112263 0.0139059  0.0062457  0.01635098 0.00975876 0.0284213 ],"[2.4239796e-04 5.1968512e-03 2.4027668e-03 ... 1.0728378e+00 2.1062867e-01
 2.2641163e+00]"
707,ID_eadb7542b,[0.00172558 0.01197489 0.01177055 0.02288416 0.01513683 0.03639969],"[2.1787490e-04 5.5174157e-03 1.8537559e-03 ... 3.0632028e-01 5.6931436e-01
 1.9282711e+00]"
708,ID_2a515ff9d,[0.00250718 0.02208154 0.01650862 0.03996671 0.01988325 0.06292757],"[2.4998415e-04 4.6697436e-03 1.8998000e-03 ... 1.5547249e-01 9.1757363e-01
 1.1428981e+00]"
709,ID_824e4fb1a,[0.00234942 0.02534317 0.01979554 0.02954622 0.02523448 0.07762469],"[2.4696323e-04 3.4221422e-03 1.9355342e-03 ... 8.5768157e-01 1.1797962e+00
 1.1220427e+00]"
710,ID_be07998ef,[0.00129088 0.02248637 0.01661921 0.02613726 0.01936394 0.06180704],"[2.8526448e-04 5.1589841e-03 1.7364555e-03 ... 9.1649437e-01 7.4785906e-01
 1.6227005e+00]"
711,ID_ffe6e9440,[0.00615279 0.07965278 0.05458646 0.08006419 0.0994248  0.28233296],"[2.6455248e-04 5.9304815e-03 1.2864536e-03 ... 2.1524695e-01 6.9397599e-01
 1.6717680e+00]"
712,ID_a57ef6498,[0.00560674 0.05902261 0.04181271 0.05718514 0.07444951 0.23992053],"[2.4627440e-04 6.6309907e-03 1.3115419e-03 ... 7.1680814e-01 4.2058194e-01
 1.5444878e+00]"
713,ID_ae2c478f5,[0.01220801 0.09275498 0.07730641 0.11048199 0.15070398 0.41988134],"[2.1421039e-04 4.7574728e-03 1.7876859e-03 ... 1.2886544e+00 1.4677289e-01
 8.4441400e-01]"
714,ID_884d43a76,[0.0129039  0.10544579 0.07139377 0.11819568 0.14883277 0.4299584 ],"[2.1436560e-04 5.7165520e-03 1.7371052e-03 ... 1.3726157e+00 1.4447801e-01
 4.4907868e-01]"
715,ID_660559bdd,[0.02560909 0.14828436 0.12538344 0.17888013 0.22450928 0.5483018 ],"[1.9465011e-04 7.0297779e-03 1.5999587e-03 ... 6.6118246e-01 5.7789439e-01
 8.3543062e-01]"
716,ID_6f1aed4c5,[0.0341808  0.1702824  0.14828096 0.21832761 0.2537836  0.6415413 ],"[1.8462165e-04 6.9420971e-03 1.4148622e-03 ... 8.8819903e-01 3.8530990e-01
 9.3990767e-01]"
717,ID_b2412fae4,[0.0360254  0.21356222 0.16169333 0.24334957 0.31341833 0.6954104 ],"[1.9667331e-04 6.2842951e-03 1.6026525e-03 ... 8.7507093e-01 1.8011434e-01
 1.1923565e+00]"
718,ID_848ea85aa,[0.05584734 0.24778311 0.18811724 0.27034548 0.318399   0.7136716 ],"[2.1835741e-04 6.4182319e-03 1.4683638e-03 ... 1.0699735e+00 7.6918773e-02
 8.8557422e-01]"
719,ID_d2695eba5,[0.05796302 0.2550084  0.2038515  0.30177978 0.30910313 0.705988  ],"[2.3337515e-04 4.9494165e-03 1.7425044e-03 ... 1.1316776e+00 1.3380843e-01
 5.1169604e-01]"
720,ID_36f29085d,[0.04243875 0.22420259 0.15372528 0.28417295 0.29053405 0.65720356],"[2.3184474e-04 5.0719129e-03 1.7848935e-03 ... 1.3918493e+00 2.4712950e-01
 5.6029248e-01]"
721,ID_d7915128a,[0.05291694 0.23599488 0.17078201 0.27614152 0.31268948 0.63704693],"[2.7164863e-04 5.7018911e-03 1.8110063e-03 ... 1.0703658e+00 3.1472319e-01
 7.2979665e-01]"
722,ID_4563d6419,[0.07413553 0.29950073 0.22391385 0.31944725 0.35835892 0.69996834],"[2.9267540e-04 5.5222204e-03 2.1740305e-03 ... 6.5703225e-01 3.4968138e-02
 5.6124961e-01]"
723,ID_05cb8903d,[0.04788011 0.20861782 0.13644682 0.27503598 0.28095266 0.64159805],"[3.3790630e-04 5.5148066e-03 2.5161328e-03 ... 8.4363765e-01 9.1275930e-02
 5.6978679e-01]"
724,ID_c426a61e2,[0.04224056 0.19718385 0.13049111 0.25587872 0.26395592 0.61100733],"[3.3687396e-04 5.9475014e-03 2.6174686e-03 ... 8.8060492e-01 2.3686973e-02
 9.9556112e-01]"
725,ID_126062d9c,[0.03870753 0.15036216 0.10655861 0.1990113  0.22594112 0.5472028 ],"[3.4128266e-04 6.1691934e-03 2.4717860e-03 ... 8.0922592e-01 2.5565258e-01
 1.5824170e+00]"
726,ID_25dee367c,[0.05385771 0.19475514 0.16761474 0.2617883  0.28824148 0.61839193],"[3.3464425e-04 6.6902861e-03 3.0814577e-03 ... 7.0971441e-01 1.1378829e-02
 8.5994303e-01]"
727,ID_34d4cb4d9,[0.02310309 0.11288255 0.05795487 0.1474175  0.16576982 0.37550455],"[3.4381461e-04 5.6382706e-03 3.3556146e-03 ... 8.9033371e-01 4.1082790e-01
 1.8319459e+00]"
728,ID_5a5cdab21,[0.02032945 0.10350066 0.06046563 0.16570055 0.1709767  0.3778288 ],"[3.8194814e-04 5.1476364e-03 4.0208292e-03 ... 1.4067528e+00 1.9655843e-01
 2.2886534e+00]"
729,ID_7b9ae8aa9,[0.00410462 0.03717954 0.01497499 0.05691308 0.04598722 0.10888094],"[4.0448859e-04 4.4955313e-03 4.1670469e-03 ... 1.1623807e+00 8.6133957e-01
 2.8083858e+00]"
730,ID_3fb468dc7,[0.0006792  0.0095855  0.00407007 0.01197866 0.01211589 0.0221941 ],"[4.2440614e-04 3.9657559e-03 4.1113687e-03 ... 2.0792413e+00 1.9858891e+00
 4.2072225e+00]"
731,ID_d1ffb3e4d,[0.00043749 0.00792418 0.0029592  0.00566564 0.00976264 0.00923447],"[5.2873633e-04 3.8906278e-03 4.6084924e-03 ... 1.9582317e+00 1.7906834e+00
 2.7271361e+00]"
732,ID_dd90b98c1,[0.00045977 0.00633538 0.00314746 0.00559261 0.0097118  0.00903542],"[5.6945469e-04 3.7141393e-03 5.1624700e-03 ... 2.2729764e+00 1.1230712e+00
 1.5615706e+00]"
733,ID_1f97e09c1,[0.00096864 0.01217622 0.00416513 0.01490927 0.02211274 0.02351991],"[6.4105255e-04 4.0159263e-03 5.4171397e-03 ... 1.5887861e+00 1.4048579e+00
 1.0477097e+00]"
734,ID_37d6c3539,[0.00124678 0.01766327 0.00511624 0.01936149 0.02074625 0.03047756],"[6.7501859e-04 4.0245447e-03 5.8363071e-03 ... 2.4724061e+00 1.2215424e+00
 1.2452381e+00]"
735,ID_4ecd60a98,[0.00176105 0.01399413 0.00522864 0.02270783 0.02464931 0.02011187],"[6.8773970e-04 4.8952126e-03 6.0097268e-03 ... 2.2439909e+00 1.3488989e+00
 1.5579730e+00]"
736,ID_a1d7cfcf4,[0.00226952 0.01824564 0.01684099 0.01545327 0.01848305 0.04007477],"[2.1887138e-04 3.4968832e-03 3.8482654e-03 ... 1.7944725e+00 5.8474874e-01
 5.3969264e-01]"
737,ID_060a8ed0f,[0.00185671 0.02000915 0.0132048  0.0250088  0.02035937 0.06848364],"[2.8083991e-04 5.2726110e-03 3.3936806e-03 ... 2.6342077e+00 5.6828982e-01
 1.2711461e+00]"
738,ID_e4bfbee05,[0.00171585 0.0157289  0.01823021 0.02198825 0.02434696 0.05555281],"[2.7785194e-04 3.3663025e-03 3.0534440e-03 ... 3.5755973e+00 2.4420297e-01
 6.9734418e-01]"
739,ID_b7490e9a3,[0.00097643 0.00959303 0.00988438 0.01432841 0.01212547 0.02397244],"[2.8774611e-04 3.4720928e-03 3.2187819e-03 ... 2.7734938e+00 2.4231918e-01
 7.6385385e-01]"
740,ID_2a7ede265,[0.00100944 0.00874955 0.00938868 0.01357046 0.0061645  0.01914918],"[2.7023544e-04 5.3478535e-03 3.0501643e-03 ... 2.2471592e+00 6.0460305e-01
 8.9166582e-01]"
741,ID_d1329be0c,[0.00153772 0.01746132 0.01138497 0.01208032 0.00779814 0.02225673],"[3.0824385e-04 5.2147149e-03 2.6074201e-03 ... 3.2596140e+00 3.8894445e-01
 5.0772679e-01]"
742,ID_619b73f6d,[0.0017498  0.01764566 0.01396581 0.01458819 0.00950671 0.0299051 ],"[2.9323989e-04 3.5925154e-03 2.4506333e-03 ... 1.6338999e+00 4.8166859e-01
 4.4055480e-01]"
743,ID_42f429565,[0.00143115 0.01233468 0.01021954 0.01432088 0.00981436 0.0315864 ],"[3.3226830e-04 5.0280327e-03 2.4696919e-03 ... 2.4116514e+00 1.1431473e+00
 4.0166807e-01]"
744,ID_56e893e7c,[0.00110388 0.01194626 0.01106182 0.00947637 0.01104167 0.02927224],"[3.5261476e-04 4.1161170e-03 2.4698549e-03 ... 2.3915331e+00 8.9755577e-01
 1.2119353e+00]"
745,ID_d82d8b932,[0.00164316 0.01980723 0.01078161 0.01155281 0.0127515  0.01989552],"[3.2445061e-04 3.4735128e-03 2.3700441e-03 ... 3.1165457e+00 4.1276389e-01
 2.8111380e-01]"
746,ID_90267f506,[0.00191013 0.02301385 0.00996244 0.00941583 0.00954986 0.02119204],"[3.2994675e-04 2.5737605e-03 2.1877955e-03 ... 2.2548027e+00 8.8497829e-01
 1.1066277e+00]"
747,ID_2008b04e7,[0.00061887 0.01339873 0.0077709  0.00743443 0.0069507  0.01353242],"[3.7224614e-04 3.1598639e-03 2.1379227e-03 ... 3.0483263e+00 1.0981467e+00
 4.2357200e-01]"
748,ID_ee74bf9eb,[0.00237671 0.03792256 0.01720112 0.02752591 0.02308832 0.06816462],"[3.3842865e-04 2.7515590e-03 2.2287145e-03 ... 1.7204239e+00 8.9627802e-01
 4.6302143e-01]"
749,ID_060add5b0,[0.0017647  0.02086394 0.0104173  0.01996571 0.01663218 0.05468541],"[3.3978908e-04 3.6626905e-03 2.4923563e-03 ... 3.9264617e+00 7.4038923e-01
 6.7058766e-01]"
750,ID_1211a7af6,[0.00806483 0.10996135 0.03930523 0.09656549 0.08126209 0.29508248],"[3.4558252e-04 3.2966349e-03 2.6507573e-03 ... 1.7926853e+00 7.1692216e-01
 6.5098429e-01]"
751,ID_83116e324,[0.00178065 0.02786447 0.01053869 0.03425465 0.0251048  0.08727789],"[3.7288896e-04 4.5021987e-03 2.4856436e-03 ... 1.7624753e+00 1.1319252e+00
 7.0316356e-01]"
752,ID_5f2fed5dd,[0.00291206 0.03115747 0.02028126 0.03754804 0.02455221 0.10474852],"[3.9407663e-04 3.4216070e-03 3.0022683e-03 ... 1.2122794e+00 5.4286295e-01
 1.1118995e+00]"
753,ID_f7f1855f2,[0.00182134 0.02563765 0.01075677 0.02724813 0.01517842 0.0593064 ],"[3.7822241e-04 2.9317185e-03 3.3368235e-03 ... 1.2935225e+00 4.7517648e-01
 4.5253390e-01]"
754,ID_099c01333,[0.00271396 0.04951333 0.009654   0.03023379 0.01511747 0.06306781],"[3.5655141e-04 3.9505092e-03 3.4920531e-03 ... 2.1552107e+00 4.5230883e-01
 7.3629749e-01]"
755,ID_b076a709c,[0.00245625 0.03901497 0.00900052 0.02100591 0.01856145 0.04640343],"[3.7577425e-04 4.2561749e-03 3.0839748e-03 ... 3.8006711e+00 1.7549717e-01
 8.5076594e-01]"
756,ID_6db779f99,[0.00140304 0.02026534 0.00464368 0.01456886 0.01101238 0.02293281],"[3.8882100e-04 4.9699014e-03 2.9816644e-03 ... 2.4110420e+00 2.6234072e-01
 1.6334205e+00]"
757,ID_37782e8a0,[0.00301309 0.04459034 0.01310838 0.04249334 0.02554246 0.05666599],"[3.5924360e-04 5.6583439e-03 2.9565443e-03 ... 1.8814020e+00 1.0984131e-01
 1.0283933e+00]"
758,ID_0d932c1f7,[0.00100423 0.01585121 0.00543199 0.01556938 0.00937535 0.02303482],"[3.6627956e-04 5.6456439e-03 3.1518941e-03 ... 1.9771121e+00 4.0090752e-01
 1.3014158e+00]"
